"","","moleculeClusterIndex"
1218.85564605823,215.959903263737,1
1206.04219124775,123.339733120512,1
1144.93241314746,164.262939050283,1
1180.24607860673,160.689081396694,1
1160.58837903048,137.503549072074,1
1178.35929344502,102.269812008272,1
1198.8026555342,151.931498623285,1
1174.69438174617,168.238073783228,1
1229.24618157407,141.914903141613,1
1175.32451776096,162.567573362215,1
1173.35379505918,166.923990474305,1
1206.57577200161,167.227523149389,1
1170.93983698944,215.108088550582,1
1154.41763241596,172.390232880311,1
1177.52032491371,144.838446225842,1
1881.64179841148,655.210714120544,2
1827.49492321807,584.703214653091,2
1886.8216974362,632.019911517253,2
1880.49554381625,600.385351415697,2
1896.37910741657,606.434682913144,2
1849.63840393526,629.072549097942,2
1842.18041703766,673.494768194844,2
1879.45862352502,627.184377246127,2
1856.74090307995,616.574613031076,2
1896.50390191512,633.099713088509,2
1895.90079592063,659.398913984581,2
1844.92002661719,595.627129613824,2
1854.52021782977,618.333548134357,2
1880.97155533603,604.014065120432,2
1870.45526932538,640.451713200047,2
1768.02598179752,1952.23637589569,3
1774.86452741818,1982.76327260651,3
1782.6803406482,1982.72891740978,3
1777.80439868969,1946.41167100929,3
1809.21391829815,1984.12076989606,3
1778.54096115958,1972.77975202141,3
1783.96323950908,1994.48636809088,3
1759.32800636003,1921.8613902926,3
1765.89878543833,2009.99804618587,3
1742.3792855669,1910.3832949131,3
1809.70182169238,1989.5095328719,3
1766.35231186577,1964.63568779786,3
1803.69968609391,1960.74055298304,3
1821.97236936717,1996.04659893347,3
1799.92064756498,1999.17873522726,3
879.829965520379,887.651718574637,4
893.076675931671,935.614279372534,4
877.975659858391,902.701424153314,4
876.762506114401,940.356247226285,4
883.943268542047,949.459739938189,4
882.520579320954,903.897583043437,4
872.415869325352,932.403216425224,4
857.733309465273,889.435312382819,4
860.297636250635,894.660719921392,4
866.27120795002,939.681916041467,4
880.391061263168,882.491619579756,4
872.834948927782,878.182222037707,4
868.764313197985,902.429899024584,4
836.196290315075,853.190631431432,4
860.254616579192,906.270985690307,4
1940.52908031839,978.652688292,5
1935.8036958902,909.187463060269,5
1917.35423648348,958.42422829666,5
1934.00270264355,959.753541384466,5
1934.83695101635,898.736165951689,5
1925.09906076234,914.985877077462,5
1903.08521289067,939.596792372968,5
1958.03171710645,939.244013708269,5
1934.72258313934,938.495714122185,5
1928.9148957286,944.112911988852,5
1952.03663094474,922.426840655216,5
1951.36693966395,923.792175727307,5
1938.37700932933,966.184782415427,5
1971.55964713373,977.792604324501,5
1917.0259205874,963.571454731226,5
1303.22816731699,850.862616510198,6
1322.3607298101,837.313779001327,6
1288.21916335653,873.600971220064,6
1354.92151216271,875.364273175036,6
1336.07924803487,872.916391982709,6
1343.50294417256,811.097349110335,6
