"x","y","moleculeIndex","error","clusterIndex"
1428.68451600352,877.834129280905,1653,24.6788242502937,0
309.312217369189,236.452734574763,1759,10.3769886592437,0
1597.27362795503,1214.27284493072,2424,14.970536739224,0
1454.33831269136,591.918216020319,663,25.3090983957505,14
1981.50393547087,574.40091506884,2590,20.1307934630823,0
1825.97983437134,1869.9976437048,2984,13.050591177217,0
957.217890942525,1681.02141857228,42,8.28295198772174,3
348.731119779259,421.647543201888,1463,10.9311045236065,20
428.709933833795,1526.74473004357,2757,8.02531949393937,0
1467.68466275768,1627.61741337824,2985,16.4140928769974,0
45.0374688657898,1837.08509635487,275,7.11927675282986,11
1861.04795260309,39.4596695415863,1354,9.54815004311142,19
588.950621716888,1249.60611107949,339,14.4924445507376,12
765.965500276772,1588.56337436304,1220,21.7300776158369,18
610.349921493863,1244.35311830236,796,29.6084672261109,15
1328.00272994226,1419.2721064033,2247,4.89774151424169,0
923.413447471855,37.1852667674712,2793,10.5520204952477,0
375.788405622963,1393.44927940769,2382,29.8904538517451,0
1255.21479155708,1518.64222086396,855,24.5234631315108,16
1040.54943953204,830.929397658865,1800,4.98704238782099,0
801.175417302029,1574.82278567406,1163,3.28362333637218,18
1485.9173614128,1410.18447841689,2904,21.3645302791287,0
1375.67375884051,665.963598534763,626,23.9292265122991,14
1539.58035549676,612.171250367187,1064,20.3937968106892,17
1566.00626819125,1142.32083769739,2384,16.7623645797081,0
507.547534335175,1435.99713556331,479,18.8790476659798,13
1846.31094885782,1791.37132578157,1518,7.34401966379561,0
1294.59692273251,977.800734644196,1568,7.03832452794339,0
222.980343976986,503.380220394946,1479,26.2486191391797,20
339.360347540717,520.186698427185,1406,9.75601740497962,20
1192.82940756987,1630.8921762373,834,4.7738585658449,16
1847.51032012291,1813.30504871699,1518,14.6525186988828,0
1459.31357538787,1299.19030441246,1519,6.60388094805497,0
972.333350374902,620.174560582354,1894,9.52371468592308,0
482.381976020683,551.566454716219,1741,8.19026513597614,0
760.147692345135,1193.26455756598,702,10.1159301754501,15
1516.98113967149,757.002595069201,1066,19.6169719994355,17
566.395021984079,1304.44366132232,452,8.28064483610552,13
1502.85892386069,563.84063305831,1036,29.8576580862171,17
1371.12791798976,599.934121059506,1919,0.851167668737767,0
695.07611987071,1148.05580936948,320,8.08624705963801,12
1507.32690657622,672.103718456557,1046,16.2648315120913,17
29.7834372095973,48.0517005384308,1554,50.6219529394107,0
224.696230640226,1875.87424748826,260,32.5701713248122,11
1654.34892604679,1265.07642271528,102,13.0339327152068,7
1338.15262699484,1508.41977441489,2083,25.2826569895486,0
1276.5394661862,1044.58917867297,2633,15.9367157711654,0
1562.65684592917,758.15265405699,983,11.7083858166385,17
649.240333620681,1683.4237104738,2625,28.5078061268246,0
1876.72123250707,1537.73404223214,2822,17.0818807826118,0
1018.68387670999,676.027626585804,1869,48.8669192404922,0
1755.58189024809,489.047045638232,2053,9.36774857970104,0
957.387095677327,1704.73014267283,42,19.6387311323421,3
1121.6029621738,1482.16047745982,873,7.35094495946387,16
830.933172819514,124.567427537962,134,7.40690537660829,9
1189.29258557529,433.384321087695,2926,21.0173474835447,0
1825.26266064482,1291.42404753842,2894,20.104174327309,0
161.854637563683,1963.44125983087,237,28.8895181900484,11
1613.48732788985,509.752776732483,1037,11.7755260518192,17
1123.44188452201,1894.92950340702,2090,16.1636314175886,0
387.955738799606,1944.52699443223,2333,13.7625599881454,0
1923.27267928217,50.5264858818202,1361,26.8831299727944,19
235.27861875454,1855.0914630506,215,18.9252774226291,11
624.246324987818,1477.00009582953,448,18.3382680168708,13
24.8896058857947,1953.5636628818,1888,8.76193892038896,0
1575.76372890308,1845.44227056773,14,13.6111333036065,1
289.313723305155,755.654360254959,2604,21.7618832768663,0
139.068659723615,337.949864410782,2741,23.1479051078705,0
1722.99877952124,52.2071300660369,1294,12.1203812335723,19
1845.89751948688,1350.27290079239,1775,19.4179294011787,0
1913.35842122457,510.785015567471,2883,14.9838281932523,0
12.8872402143036,694.016979060742,2439,11.6219273419709,0
586.003862702068,948.493213447199,2760,31.620531739558,0
554.745767107851,1489.82272932204,466,12.3384591925787,13
534.312110916638,1419.44995930291,467,16.7380727507481,13
1819.49417404785,1864.10761442524,2006,18.1018269132948,0
1290.6782140535,382.78707331719,2288,45.8652792116982,0
811.661243348105,1739.76876155255,1120,14.282928969083,18
335.925543969981,844.633945734847,1988,23.9160084739641,0
789.522732481737,1527.2725643315,1097,10.8426388240361,18
1659.06260952518,229.63959307708,2713,34.5039531400094,0
1860.68396201313,137.420841984233,1244,10.0190325797421,19
1553.07994715546,792.953004038306,983,24.399840610085,17
229.353842708094,448.732508710724,1388,4.02458321734796,20
496.475049552008,549.555965818983,2045,14.9218859670803,0
559.957976868723,1928.73851444527,2554,13.3448062853096,0
649.661178877604,1762.45146391799,457,38.9525891477355,13
183.993086875428,1756.58377176525,164,15.1258781059469,11
526.895212603869,1425.31949507706,2290,6.60040952075008,0
648.77850649474,1132.7149393988,387,37.3797299545157,12
