"x","y","moleculeIndex","error","clusterIndex"
763.32911552351,1817.62986945052,321,7.93086854574736,0
1006.76743101552,1067.72773720179,310,27.8857617241033,0
1158.59622970071,722.049274085214,181,16.7907885938057,13
1366.06414206675,742.483105372272,74,11.8943006853621,5
1599.54676940096,1812.92070276497,599,25.7575295178314,0
795.973134010068,1134.37617510526,299,17.4851476407283,20
1245.40639434769,778.467710080559,187,23.4139622240669,13
1871.62332567653,1630.65218947595,361,31.3058919466102,0
683.242131336949,606.322070921447,267,23.2366478337836,18
1068.40917552059,794.590324273654,305,13.9035950020955,0
868.547819536766,149.756602389419,180,14.9751299018452,12
1576.49318117792,909.804196092445,571,19.6810847424274,0
1728.45470900444,994.853736946839,84,10.4284482754603,6
878.473082109608,1287.34939542468,416,39.4697964331157,0
208.807710088073,324.227072978277,215,5.775670932843,15
1845.6219627771,1408.28014580315,140,6.40042121875814,10
510.026258623031,1455.31968596674,545,33.6557943671931,0
1239.64768407475,1960.56910664998,541,22.1393431365828,0
1236.56213719395,391.157331282432,238,9.34265031429154,16
1500.0851168486,1388.24120458421,390,16.6520763953525,0
1062.97129466617,1290.78952934608,154,23.4405333354746,11
181.166845620715,410.969906181019,221,10.2533086355364,15
1066.30010838133,191.409684518385,273,31.1494458528719,19
861.387767223381,1352.36191026343,416,28.3635713635969,0
1411.17297768364,1173.88986062386,558,8.32204574522824,0
77.4795081970694,1354.91529258899,201,5.82183540744684,14
1389.51724547198,1478.44572397362,495,7.99210797199781,0
1936.4457312135,930.758095561939,579,2.67190870669369,0
1776.68396032921,1636.29207157935,342,21.945250628733,0
1079.03298267269,1443.08248387874,40,3.47071559867445,3
1246.6107613005,724.626447973599,25,6.63157750850799,2
1160.97383114834,1289.9679125286,159,12.3467823761612,11
715.907812253142,1440.41064642996,540,12.7095509316472,0
725.608170537578,123.231255068797,504,19.2887816652269,0
742.428855951101,1115.21322299548,288,1.08263383278566,20
1781.48572561795,1924.13703911873,2,15.2840691350589,1
1352.52638797657,796.595053603583,61,44.599590847849,5
856.408581912549,1737.36763359535,96,12.6535079027296,7
1033.55607179777,1554.08016170614,340,18.0239121009633,0
922.51130128673,1089.42999891614,374,14.7583361119116,0
876.045161865649,1291.65197092559,47,13.6772801745889,4
1159.96883052377,705.859723742547,195,14.9091346320277,13
1929.68568577466,1460.6454558649,145,18.750502130575,10
884.386766396737,1315.98169771487,50,30.0457375165094,4
38.6358678183175,1419.84212726051,197,30.5498310921867,14
1295.23637784554,383.169741784888,238,50.5770927764199,16
343.393699255503,151.260619733581,124,3.16312834537037,9
775.492265067285,1753.24209888123,95,41.3764087773562,7
1461.10293767897,1642.70377033521,389,9.96614867566723,0
947.571496390187,1461.4353884517,455,19.4464254617722,0
1606.32136686632,1169.77402537593,597,23.9827503708762,0
824.255659532948,1097.66846432329,289,15.6797493797003,20
1939.19466041965,1634.37962051008,551,34.3031504625399,0
