"","","moleculeClusterIndex"
668.574596381108,617.583657304947,1
668.904334740987,761.580021022132,1
691.719732462709,612.843589778914,1
667.959971529302,681.143544101782,1
677.386347930595,566.701445487385,1
700.251945353669,576.867154900105,1
691.454321208354,511.629555728486,1
680.690488408435,588.686713165605,1
697.799232378587,571.264585075903,1
673.208566742043,672.818141188179,1
692.057376533676,636.87973327207,1
669.019641928078,500.206609960882,1
672.211262439589,641.652470063157,1
708.06981805456,523.191228307444,1
717.371364207462,477.016619672348,1
675.619252785297,621.005722825803,1
661.887181080512,604.592027576832,1
660.167361800191,684.290139422784,1
678.653717203351,606.789067697099,1
672.026433873203,807.472988915772,1
658.25526003037,749.052855765176,1
697.131185374133,527.434514503041,1
703.171766019416,546.962133602299,1
721.870700695792,496.218332635035,1
711.185816815562,551.830741439452,1
682.810530494693,622.797155055469,1
661.675691122057,698.746518093036,1
703.413494647679,572.42334002053,1
687.43486905464,662.271499299712,1
690.369622828497,629.945065225352,1
654.618318228664,790.392847225334,1
669.147869321459,656.991398965479,1
663.098039901971,668.776441144917,1
710.762832066671,498.482057459198,1
690.914200184795,758.007338849629,1
688.537427416225,696.177031061838,1
669.198381505104,731.957797214259,1
692.597151475861,666.791410125705,1
665.994409692535,732.688665006479,1
663.883671291539,629.452920360056,1
699.859078496936,496.790821054676,1
658.329968865229,672.646505436627,1
686.057463598522,661.830075876724,1
703.97830412007,445.478963290614,1
686.374773643263,625.55852077867,1
703.354814322968,608.374531270332,1
711.157377727735,563.286756224536,1
682.734897529367,632.546340393375,1
716.707838925812,561.513468688745,1
696.632221557465,656.438298930683,1
1684.96799859129,76.5199524331164,2
1703.04618896685,79.9053805689941,2
1720.0350282211,154.67631739903,2
1630.90117409394,2.89776363023829,2
1732.35696225666,136.962623548149,2
1670.26089579258,67.8549772324998,2
1812.74746703871,354.67089434845,2
1674.26237970292,89.6597825758107,2
1677.23728614573,104.289951023966,2
1757.6701540113,189.631958047671,2
1743.91164622783,205.289386723372,2
