"x","y","moleculeIndex","error","clusterIndex"
416.538568097881,1356.13378510761,743,29.8208696829359,50
1827.17239921081,1401.72366493701,282,27.4814627414472,19
93.6861530620341,1940.75358441728,103,9.55973069820697,7
211.671922220858,1962.40937960044,323,7.80475159655546,22
1245.05940876933,1225.39804600924,2665,10.518851216835,0
1442.48353444515,1617.53067895791,2784,7.84797155896022,0
1631.21748979996,367.467278012511,1794,2.79918445230275,0
75.6926185481033,1004.08259066477,2031,16.4163471485731,0
399.701882331055,1943.64888079124,523,19.8491987130649,35
368.974729195266,441.358895419741,1215,40.8420152923474,81
313.540882476572,743.991483552251,1020,6.48473825264355,68
454.669155420972,1413.34481603234,2024,7.5765705802239,0
357.742339663312,1987.13780963431,917,19.9167694225693,62
1110.34376959002,513.279284930177,895,11.7722634995636,60
844.31719333843,928.373812030255,1166,5.17592472877253,78
586.517529545623,110.702795301918,780,18.7145911331765,52
1814.04334149408,1890.19923295675,1259,28.4818443963877,84
972.456354548114,1019.01308888149,1333,33.3688359673482,89
1453.34163243601,86.134436284228,526,29.0905603581076,36
334.818546574388,1979.06228747308,917,36.6433126774599,62
962.963577911794,1754.80028438102,145,24.8965952132872,10
1433.29861662184,1628.31035515377,2784,6.31577738228955,0
1155.61178586416,1321.71157756024,239,32.3067432752264,16
1875.78067658791,1086.03706389028,990,13.9500012334169,66
423.243565333845,513.075226316651,344,20.9410748502985,23
1458.00151015646,4.50042219473894,539,6.05787734599389,36
571.34071683347,114.533017209314,771,11.5131241957302,52
217.838823018921,1720.46842378529,2800,17.7532768049028,0
1461.09459787257,67.5522399716428,535,37.5549399196306,36
1313.70657205258,393.76320532835,167,1.32978538154175,12
77.7530376846722,448.85280253688,2386,15.106217605632,0
390.140199596488,434.710781713416,2199,14.0732970944854,0
482.089528000356,1853.61449029178,997,7.09719691138929,67
716.693632448375,841.292739203615,2920,33.308259898154,0
363.407124610571,604.928644077724,2905,26.622624445832,0
529.129186419258,586.406082732101,1662,10.2067320995561,0
1174.45361241436,1183.00247502736,1850,14.1201905644807,0
1615.56738975701,1426.32741479509,205,9.08017859282108,14
739.762738791286,52.3490277179038,2592,32.1670407461311,0
1409.13074649065,1651.48141419868,1395,10.9726919790054,93
1866.32146570829,1947.80553619177,222,29.6735100494455,15
598.678281577658,1251.89427515874,2958,10.9060627811186,0
1333.50152833099,301.005110056371,2648,8.41353410062493,0
46.3674180173419,879.524714984647,2350,18.4545038455442,0
1091.26173792766,527.713457515767,900,20.421515726546,60
119.354855990114,1202.43817153058,2359,10.001509629316,0
1592.41566663841,106.989436126813,2094,14.1240993253849,0
1009.00732787781,1565.98394984796,723,22.441707078826,49
790.209182513737,1232.73936641362,2416,16.3933621684892,0
1055.33107784487,185.381312306402,811,16.6642829764157,55
296.113459768567,1682.9425255647,158,4.36230767680401,11
1410.05712815679,1873.63101189945,1319,3.15873487510048,88
1224.51749681684,840.508468535783,398,14.9088732885934,27
432.865130550865,1312.59380742912,903,20.0653099673487,61
827.707369328484,631.543823164968,1225,16.8700323614397,82
19.243260806919,1347.52585958846,132,15.4150284092514,9
25.5587907916103,1661.94473302317,1352,24.9086513138499,91
1820.14938463188,1647.16895636355,2165,31.2626864693244,0
940.238609466248,1859.87854341374,76,13.0541346441724,6
1517.09837297188,1591.28696582623,2551,18.8240336491727,0
791.566099488469,1525.52906862868,1994,13.3016793307165,0
860.322798366926,627.682623799123,357,13.7497557002061,24
1278.00518329906,1256.2905500739,2827,20.0142832442543,0
1560.39041826647,1160.19331098153,60,3.0392773991194,4
