"x","y","index"
1092.55517095082,21.7004668057307,1
1770.4171105679,1313.78408068827,0
19.3427312803911,992.640532509383,10
1786.53217707866,98.7949634401681,0
846.245287855234,1608.19580842824,0
1116.0176931117,1923.1561858123,0
67.6620611929559,443.526837776179,3
1337.78487367319,1049.41877834954,0
938.43637845893,1792.63719676567,19
173.314338578692,1389.01573688088,2
1209.16874696225,388.357506918016,6
181.612773487766,1420.78806859794,2
993.461993698918,1031.21669374705,0
666.349064541104,1206.99112203212,12
286.955596618882,921.186577128188,7
200.125321826185,1712.42933660642,0
1180.29992381653,1091.20206703405,0
1053.63345067783,1638.39915331737,0
1417.9544919902,445.499098891866,0
99.4117254930135,565.371721189209,0
1360.90523514373,118.594900783509,0
1189.10249136881,418.422077158527,6
185.099170735688,582.475868546664,4
728.502083913956,257.154507292708,9
202.763928442138,968.618689126509,7
841.142192436563,1525.14213685853,0
521.787769904103,930.305676568271,14
1165.01136985901,1392.34304536365,0
650.813349834624,1784.25142475077,11
1724.82861726221,86.0831813057113,0
1362.51784240798,1226.80948552526,0
1545.79649961134,1278.14589111662,0
534.934005020818,1265.39540567832,0
1402.59663931812,74.7566938291061,0
93.4712693306976,385.472463845501,3
1713.17584922994,783.454441906028,0
568.806917257937,973.397258463499,14
1965.99084052336,1462.77834361381,0
1839.62849323751,649.075161740931,0
1058.21470497317,1236.38366815472,0
175.139475916351,1841.56306308973,0
230.11713566815,984.298767314401,7
466.340362296957,1583.79996180432,0
1365.69200937796,718.377275175759,0
910.188178080297,1268.34432642332,5
1975.67149256015,1602.99195393818,20
1932.66359581972,325.121629302962,0
720.727291460094,301.893516977651,9
1964.89634678092,1974.20322504416,0
1012.20906562271,1488.06647313972,0
413.452805071867,146.558167454275,0
295.295052406598,941.484739581476,7
1185.79685395379,526.111920198944,6
728.144442110656,1666.00974500575,0
142.919100541624,781.177663818347,0
528.227901762466,821.04987270065,8
160.639746503214,499.64791351039,0
943.943126983871,1496.19886989842,0
1461.74020484757,367.137953622622,0
1173.29472463556,1389.02760402524,0
1107.23437539821,813.234273971696,0
1730.83095770998,536.700620643603,0
37.3495908912427,1356.12216893735,18
988.253426028543,841.688793258865,0
451.768577477567,1614.47546559976,0
534.647681244866,969.063471784533,14
744.498644580958,393.177062080557,0
71.4134804435266,1419.51211626568,18
544.850296376949,775.770354602546,8
686.478889433067,1781.6932720989,11
809.373783718935,691.746582933471,0
670.881874888507,1927.35456601885,0
1006.59104878893,602.811190611328,0
658.916872890091,1792.53481730743,11
1538.04462763198,776.211534589053,16
762.156029483422,1417.18308086138,0
1410.92064392179,437.996976437125,0
49.3269901584944,425.689712757509,3
1260.65391224464,220.1009867427,0
967.185579016044,1791.50417331457,19
42.512920878536,408.352848232307,3
976.218278928657,1471.90464148776,0
1770.32604171367,858.163848889723,0
666.149040680953,1324.66550471051,0
1056.17455669183,76.8570118673252,1
596.509765963937,1402.23935464234,0
498.84988907792,1818.49776936911,11
527.803713780919,1009.64520238341,14
594.894019049583,1064.03396353484,14
281.890653505762,620.696363632329,4
744.176033890619,1808.58333972131,11
520.234666770102,1302.62576994541,0
710.970803767167,239.618484537981,9
508.421007776567,838.422279473398,14
988.783150860978,1167.40767250601,5
707.059362077801,1756.2734767634,11
1728.9023594567,197.920496233572,0
1702.83700111105,726.895195996876,16
987.284603549553,622.728326163405,0
553.45393422132,777.13887053838,8
1268.42459553823,403.221539879066,0
814.366399298164,1823.12523571785,11
453.462599505217,749.682089919331,0
21.2744164868924,495.290295054344,3
193.518428708108,1353.13417709492,2
742.32545802833,1657.43609331497,0
889.461724110756,1601.78851983126,0
190.168143067047,1302.6631302311,2
1514.57388213099,763.343558287924,16
1295.70913421555,1863.07002134686,0
35.549019577386,444.38047077489,3
68.3353819929798,1036.66019241802,10
595.324593760192,310.98754949286,9
1143.60400730306,1479.67310717104,0
13.1756551684646,1219.67921208665,0
1512.67332416568,990.89673355705,0
1599.01153386754,1236.92537458685,17
331.11209594162,922.54393541538,7
1350.28360184935,761.04121444565,0
1629.41941577532,1212.06955646237,17
806.365929778609,1009.9153684184,0
920.961266160477,1539.88884233646,0
1079.1547893083,1794.60367805349,0
184.788948967797,1235.97646741922,2
196.466424037283,532.20013882942,4
1192.86154215097,260.714519759252,6
1414.62326755639,1705.1405237165,0
1319.96322795306,508.227240190035,15
1255.65161728058,1305.80786195302,0
563.820544824415,1665.50896490175,0
596.04965784748,1801.09614882861,11
1340.78882191008,566.304338955491,15
1678.98678016104,1982.62293832234,0
935.446018123667,1807.60042495509,19
796.809857085532,700.877980374418,0
1292.63939799372,1832.92194141378,0
