"","","moleculeClusterIndex"
-7.46471430120413,240.461983433495,1
-28.1991529496307,259.881984054905,1
42.4056398981918,238.439321508192,1
-8.02074061398979,248.126897997026,1
26.7336835661854,250.418946296399,1
1212.76327443926,765.267082281939,2
1237.62264307471,785.382528747553,2
1166.03078046486,813.897087468664,2
1223.3603575304,788.205315197156,2
1197.8205430956,839.661829028031,2
1318.32298405138,1761.2462518234,3
1315.13345041088,1744.16779854481,3
1353.43911041033,1780.40881522129,3
1357.83198671121,1781.48056049015,3
1314.64046627812,1725.67587042031,3
1972.48194773955,48.3017602099001,4
1987.11835643622,37.4494829038162,4
1947.54250034865,89.271650630556,4
1949.34349890518,28.3948298146133,4
1955.19601503464,102.485121150349,4
647.511329344485,660.787197725031,5
664.264942457968,650.133071386795,5
697.45679992379,681.81825433262,5
654.756856627036,659.53045452096,5
683.005231398118,647.287527094518,5
1688.69626913108,762.705412024075,6
1665.43496812059,760.214298354029,6
1681.21638456477,777.177141217913,6
1688.75583782734,750.954536506585,6
1655.26818060197,787.87498578917,6
782.725260155922,924.363758846611,7
743.626412426454,955.301143113302,7
725.070447962354,910.363513345793,7
739.258041293258,947.796997267975,7
737.479202940812,990.492068052207,7
1163.64962298473,1922.68869509861,8
1162.20602983829,1881.07461179229,8
1185.05839152318,1937.96558774306,8
1166.96830196036,1923.85118454047,8
1186.9940558554,1940.54637847869,8
798.685800019771,222.909416423252,9
782.368431423929,253.398111851526,9
730.367972445024,337.715478415394,9
807.346771323558,237.768713585555,9
798.902375824005,315.556164460886,9
1043.06888164885,1186.26072045489,10
1078.54330128212,1178.38266696983,10
1043.50561561192,1211.14062460866,10
1070.12635531443,1178.85079881984,10
1045.62591842117,1189.00506321251,10
682.132431226382,1540.29167733387,11
677.473658094247,1511.08614494809,11
719.193048896894,1490.19046779946,11
753.921869271595,1509.32992530239,11
688.153109488356,1480.35228214224,11
1879.43468746916,766.212854636779,12
1915.10897859066,771.373782472866,12
1905.568781851,705.895354180494,12
1884.69622699715,765.986328221441,12
1882.55341168341,807.039510019551,12
909.109713947181,292.179126453169,13
851.723652390849,294.400960074167,13
870.929271701557,287.435274300804,13
868.844283868096,309.430373569526,13
853.237111974761,277.493387181541,13
20.7775986823959,268.039969179447,14
33.1324339877315,241.459872826768,14
12.3161456144086,211.484355530705,14
63.7102074866217,236.172448101243,14
2.82193366926972,242.317514100435,14
1675.41822316723,725.126638030019,15
1682.44593635681,756.041786893448,15
1687.82859385083,805.065629338227,15
1737.29981211231,788.28592067926,15
1686.45198428163,775.721982113627,15
261.250609928859,515.03366969467,16
222.354387227633,496.083424992405,16
265.978390038275,548.318246325213,16
227.533905113668,534.625244517437,16
263.857236674772,555.646282236621,16
925.6576910156,496.543795584982,17
916.713062203906,563.756405661356,17
929.388005757486,544.161479668144,17
1010.29594468878,524.17932812303,17
929.960895549602,538.682724429157,17
1212.65529748607,566.682838444068,18
1280.97843118928,508.383711456109,18
1250.47951351883,547.374255636216,18
1279.16997866724,518.663607668401,18
1211.4193176471,527.157525913195,18
597.070611347512,640.172464108339,19
556.946642438426,635.641349340138,19
605.86209676651,640.841126229766,19
619.682496742985,626.26590255611,19
615.619365773175,618.795485569972,19
1032.74799924657,1782.09907731345,20
1019.38021757683,1798.28935316344,20
1051.73199120705,1798.77553834189,20
1015.53213373426,1775.69542002207,20
1009.06946350182,1820.07973883678,20
207.70156243816,614.062873180956,0
1046.70155141503,168.874648865312,0
1027.91856694967,390.862363390625,0
244.620718993247,631.374679505825,0
