"","","moleculeClusterIndex"
1926.67269371934,474.956465845178,1
1929.35494207547,530.998713211897,1
1909.35314769388,481.681038649761,1
1944.90250520089,462.935206963457,1
1969.61475317034,465.191636064145,1
1950.18231351361,475.859982223032,1
1935.95428110414,466.899674579356,1
1944.02888354985,463.857787274176,1
1944.71292763346,505.581128445085,1
1964.05530334179,472.429053964218,1
1918.01475503269,450.69937182876,1
1938.82338687004,444.369632610826,1
1923.69133649192,456.698848639764,1
1934.69372657593,503.556282432432,1
1945.99131200565,456.276673764325,1
652.026799354754,1812.78138630805,2
653.798742026983,1812.33060953821,2
585.27444560062,1837.67697877735,2
643.967298525895,1874.05632113149,2
682.167939312488,1830.37326347192,2
604.697938416628,1812.97361815191,2
652.281260090473,1836.38872041921,2
674.611754352439,1827.74077684233,2
646.515794343229,1829.20638733474,2
624.974651768119,1818.10392280416,2
645.020650906835,1865.09864768728,2
614.579928300854,1863.33603646778,2
636.058987159729,1867.85330221233,2
575.904889638804,1853.93448628914,2
655.522922653413,1925.47193661387,2
653.977870529806,663.71398673393,3
660.169898569492,660.430196845198,3
567.315170970081,653.817631719776,3
611.664142381018,666.859994018023,3
588.357903792372,695.915452953014,3
585.339705365774,664.303804747614,3
562.552630180418,642.029983121905,3
605.536241845532,668.708973243726,3
555.23577227354,686.912343306942,3
620.574106676606,682.918558717607,3
603.681760168179,678.262135589068,3
566.961390538736,675.231808643723,3
582.241954565164,690.355195628184,3
575.283549652051,665.901595395526,3
603.219329560374,666.126864712348,3
1015.69655134389,1621.87414207194,4
1015.38641754409,1574.26089532837,4
971.651826960923,1593.95806754792,4
997.285841290636,1599.59382499426,4
1007.10697685066,1588.54303326305,4
990.478570836259,1580.91356259315,4
1017.68835259009,1576.6541380627,4
996.42221611132,1562.16221838139,4
1038.94990019958,1642.36198126063,4
1022.65725458147,1571.7717468831,4
1001.72230209697,1588.17689067141,4
1009.28314477683,1572.93740231895,4
1029.19540290329,1541.78414214136,4
1010.20526018092,1585.11282997323,4
1037.71351530478,1559.72239175588,4
1343.48130873868,867.454885688717,5
1309.51927845111,842.359717384643,5
1378.67153148847,835.905832070427,5
1377.11410308795,889.029295024143,5
1366.29720883681,858.796025975024,5
1350.40212659207,903.280800841263,5
1316.23225437828,891.279680595324,5
1389.35852034864,870.919405030864,5
1348.21391669639,863.172037634509,5
1378.74352964247,855.80357848467,5
1328.00105847647,841.219346099329,5
1322.55896277113,896.314866155431,5
1326.54568214936,858.37893818105,5
1333.41736431853,904.952689535854,5
1341.25627107651,881.76971583512,5
735.465306482708,823.66112117005,6
702.052382808432,807.440087652427,6
709.627816909669,813.036379771871,6
705.553430947226,831.541199903937,6
729.168877443953,849.727526941875,6
696.702864124368,848.429495821149,6
744.592203447953,798.984960871809,6
714.563418897702,853.895033097932,6
701.123907699507,865.559432214848,6
726.955554453598,844.19423590469,6
742.799157713089,828.328427760472,6
730.868906146001,839.797137308835,6
754.429232769911,813.752761617942,6
711.62131856857,821.025029593219,6
678.400202503161,798.387709983693,6
107.281834387361,1623.6599838208,7
145.329837959898,1644.9019398306,7
115.179825566007,1684.0122285407,7
144.305027257497,1669.66786467577,7
133.166822309257,1621.21526988844,7
123.423270313497,1643.04002113788,7
177.174579639157,1667.63162551926,7
108.867359188423,1637.87187151481,7
152.481594083556,1624.31973613028,7
94.9443073805255,1684.28530197066,7
103.47727974845,1686.53642266086,7
145.737855550684,1663.51686554201,7
134.598522830581,1627.05897020975,7
118.589851972113,1659.67570235166,7
100.137113467024,1654.62663758079,7
673.9006681978,1600.94711458732,8
680.66884864073,1578.42611624111,8
691.368432197202,1591.96213831488,8
690.666093569684,1682.18784218023,8
759.555300199451,1610.98931245598,8
718.858557314316,1654.58046953188,8
745.50289849658,1600.08922091455,8
734.266540029945,1677.29035161484,8
676.96432329184,1647.68269566302,8
704.33522548389,1591.84268382557,8
670.801484055821,1579.52817265709,8
723.444945622087,1578.55257016419,8
698.239057020637,1638.8717928646,8
673.774852452416,1624.43602687833,8
712.272736039164,1625.90639899424,8
733.988719493666,864.881409992625,9
715.605452599881,870.402818944036,9
780.904886649413,883.457670502647,9
735.338841107276,871.402204490323,9
749.815353459438,872.274894074898,9
724.180729576178,879.296515096212,9
738.138239160745,826.528174047288,9
717.791689778859,886.348065757563,9
687.429215238714,868.656532087823,9
729.024945664018,844.462000333621,9
744.811884562467,833.948800397008,9
742.125906711041,921.601315214227,9
734.234373689054,899.864610089858,9
732.907063375929,909.838339176294,9
706.06226711091,815.370762356975,9
1508.86107812315,1648.28119441781,10
1542.41331952107,1647.50227678113,10
1530.61792005784,1627.90116903639,10
1529.68942122485,1601.6303536125,10
1537.32399564256,1657.82081910405,10
1520.04515785112,1599.77795469827,10
1551.71635429532,1619.38321675063,10
1501.6509805357,1634.86319744694,10
1494.82298072638,1590.18951829739,10
1515.84813173489,1599.82862755645,10
1544.36645005765,1589.27721038232,10
1553.05319516485,1600.47293986744,10
1551.05833899228,1597.45039024758,10
1509.05000819962,1613.37900440747,10
1510.4501729396,1628.26814320101,10
259.361507900992,1577.80916219894,11
233.41477736043,1604.74874142996,11
201.922300277,1612.40523710778,11
201.397573239496,1592.05721667961,11
170.044148434033,1584.86275607614,11
215.033701012587,1616.52796286954,11
190.350746156717,1562.46380138711,11
231.573559087218,1590.34981755742,11
210.312192145991,1648.746156513,11
206.928981362363,1618.53812380175,11
181.733086812579,1559.15840057586,11
192.794735663721,1554.20740522172,11
258.834883123471,1581.24510144221,11
212.060414039132,1562.35590263701,11
226.019682134453,1631.52944382055,11
1885.36201718632,1996.60668159895,12
1894.00710814153,1996.45686595696,12
1896.211108573,1985.5691460881,12
1890.87248805044,1940.66224601988,12
1941.20459403245,1978.31790782491,12
1885.07657592718,2026.84508685854,12
1884.58451636222,1990.28802478757,12
1885.89052978396,1982.07392837317,12
1892.74072185255,2003.13092607199,12
1880.95433372268,1966.16299065134,12
1866.98970417258,1994.08615349577,12
1911.78635278804,1952.44170119873,12
1886.3798130917,1995.38401905276,12
1877.92308168266,2008.80080182982,12
1899.24533265226,1951.99686406511,12
401.584899013698,71.2397626236545,13
348.026437291839,67.6648819061268,13
365.436420625068,70.2767358823064,13
366.069882411463,60.0014222221758,13
347.972511606953,43.9599773515873,13
395.342485713205,42.0835669987738,13
351.483679564823,54.5061146442003,13
373.757119325624,34.193297957463,13
377.670566314068,6.78231413040514,13
417.723526088674,26.7272636740823,13
367.26802218835,34.1982878017167,13
364.848570135769,50.6319923316976,13
400.20047537196,72.3068953740192,13
374.025417636013,36.156959676261,13
398.429826047868,37.5552344397728,13
252.951237722615,644.153231617139,14
254.015215091932,710.598667593323,14
253.66986421381,655.548327849732,14
235.596900077207,683.852152650264,14
261.988325955786,686.952014409609,14
206.052268278709,687.676496777906,14
249.085261935894,719.293449155585,14
241.394994519278,685.673791559485,14
223.089793514986,686.660039633027,14
203.8960245764,721.873184586856,14
246.219913436226,698.977048571474,14
225.041162586218,647.157136780237,14
218.395561582132,682.343425682413,14
224.974804815416,670.222167880809,14
266.415420165998,649.545621489698,14
58.5508582883659,1781.18729738636,15
13.7534185129817,1832.98524819087,15
89.4338160809929,1805.34902038021,15
55.228537103481,1835.72679189557,15
22.6646900768153,1852.05643016676,15
9.15864658606825,1774.00206720197,15
-15.3197811197718,1836.0162860153,15
57.7907234671345,1823.80098710814,15
46.7942320426899,1845.81562452866,15
3.05954074920821,1823.38296780378,15
28.8557671798113,1829.07474605539,15
29.1297282057118,1746.10462725541,15
7.88530011800577,1846.40508954418,15
5.52783717296462,1777.62959216139,15
69.4076468527896,1817.03215825664,15
1328.60734707041,746.01112886482,16
1397.90414477557,753.238659965211,16
1384.07605966451,741.566687750406,16
1372.680939322,786.207960612764,16
1373.4315576878,758.18973146248,16
1396.04704470761,726.386411736768,16
1341.70179677465,806.640956605986,16
1371.13290703381,747.731565621963,16
1315.99289082344,734.928158024637,16
1404.67345553614,771.043006552087,16
1389.42037751959,769.263746077734,16
1373.10843602996,770.033452014704,16
1365.18637632593,747.860152672606,16
1347.88671247092,795.063273571052,16
1383.75999291244,783.813672519185,16
343.789838928155,-8.27035239705691,17
298.645206896939,41.9666464535254,17
297.573254282958,13.9635514228411,17
324.18613654407,-19.9500300954147,17
316.107414488238,36.5358289570207,17
304.768970660901,4.01324475117512,17
287.772022442081,1.02376168659246,17
278.276035815456,28.9471941203304,17
305.187984296251,80.9788336664632,17
306.356197554175,15.4405836604405,17
293.217575958527,28.8882779290676,17
325.793959940138,-15.4133368925915,17
318.009764353582,-22.7286688469156,17
292.739574194735,25.0737782124668,17
282.014619442945,-3.73656212400887,17
908.261900709022,746.998031635196,18
895.398806560444,745.961091338558,18
869.873556171532,722.796860445348,18
924.698982477217,730.499711526473,18
897.729948591509,736.399125605613,18
884.00145459911,769.061803335172,18
879.976801708966,762.798066856032,18
