"x","y","index"
1683.69219273558,211.292538988536,84
1684.68087841532,1711.83937209531,19
665.602333496821,212.199176040418,0
1945.3061908224,1808.12407089946,66
1919.52248222901,118.637276188963,0
627.956560262977,1617.40181831331,0
960.415436185495,1944.07719592438,0
1487.75548063262,1150.17749229967,0
186.272158728936,551.756667582996,0
1053.01166257572,1734.41857590831,0
100.136823684853,618.169439516255,0
1711.89140409008,1166.76534301079,0
846.17074784456,971.491512141862,58
460.27556674196,1737.22139834222,90
1721.29597590547,1589.93905764134,0
83.1422304763278,343.192656119411,0
2.97728754653219,1482.9188100943,11
1817.44997946134,1518.49534093229,18
623.533358078067,832.265379864232,0
1285.1980955068,1298.52404592483,91
1764.01902619773,537.579062511555,37
383.293195262146,1796.19251515113,44
255.315082008346,103.383464554645,0
179.580565826452,81.410434705807,0
795.902055408884,1109.42211010458,0
1678.48991272172,611.263361753862,52
1817.63533864957,1566.71694754755,18
1905.88622689098,1314.8397774439,12
778.312966762084,1673.9554020492,0
1987.89734760839,1536.25718457804,71
576.743194585343,532.851514477965,93
1308.21245632329,1504.27200623788,0
1115.19129635929,458.062594001531,43
1748.47849731736,1361.34420887495,0
1867.20834674597,1560.04268621484,0
656.435280548972,1913.43159020941,0
1578.83956683002,897.524888850753,98
136.505473631073,1900.40203873708,23
104.136787653468,673.430010248296,20
1036.09500227178,1852.41543727833,5
1838.396789812,498.28539158935,37
249.619956430113,1762.49266019889,39
1822.98343204665,592.801269175611,100
1172.08492101026,318.165771312592,41
1315.8081318271,954.666777838262,0
1852.71767486917,1002.44854280278,81
1537.80399216147,1190.15904161604,0
1896.06558569323,200.812254542464,9
516.153612491099,1103.38483303933,0
1696.94769126644,1580.64810189613,0
647.14624396031,162.148789810431,64
1575.02242906868,1368.47549628297,0
947.617283987709,1415.29622104162,0
1854.72000212752,1107.37086648933,50
863.449142964669,1315.36115340399,73
532.647151244248,107.638778985898,0
163.054991219656,233.361704837909,0
1895.0047892913,1242.98556495136,54
197.927075209977,1314.35948727687,0
1539.652968265,719.915133468117,0
1671.68670000081,421.498177777846,0
1188.91537611064,138.766304855538,0
1445.40609263428,666.772958641051,0
326.700277915512,1908.99072044666,0
213.364285898316,716.046651647477,0
1810.79198787397,5.62613042470939,0
1526.98488981295,441.723666386658,0
1388.86220608807,1575.42987316815,13
114.068465442735,322.795042250187,0
1438.31170315832,938.341504448824,0
134.599661671548,670.29237536066,20
882.519981282971,1044.26721867181,40
475.602615840331,1635.88100609985,0
1214.60244054595,451.631046381559,0
236.516562396718,1739.9925539313,21
587.344506360404,708.822508506328,46
511.018616834183,1488.66065081898,36
893.580268486695,403.876589829383,0
654.608482078494,1397.2203424732,0
910.040972599469,1388.34650955767,0
640.608892931405,781.104191476988,0
856.066742173977,780.230171416215,10
1988.90731754548,529.082871036338,0
36.3823847289254,1403.84565538591,11
1216.63904363972,408.886909967583,26
1812.23817578118,556.217786073292,37
1026.68413451391,395.172508676583,0
1849.4619815598,576.417231789491,100
830.813061168101,816.438782794654,10
145.482178135264,886.736465384245,0
1527.60278529502,5.05825686426189,0
1443.18114847294,58.8192526525499,0
764.225333510893,1683.52267225262,69
700.032883322576,139.041794884029,38
1843.56005171393,1282.62052709423,28
916.35938629242,955.069921454671,0
652.025509124103,1210.02770549483,14
803.362680852373,1642.82025377932,63
1944.6868087494,856.956372972571,0
1786.16205108869,465.471404296877,0
333.463613856928,841.175241522445,0
274.825203865882,1656.14715993654,39
1606.9816713509,876.934445144524,98
562.6072133145,330.935718248084,0
896.974538257437,828.308575276693,0
271.548601727844,906.30926612727,0
1685.17314599015,1216.74694110578,15
1328.40477942505,360.100944937117,48
1474.33969518254,461.70021499513,0
1942.05067144089,1297.45621506946,28
1088.16464004767,429.92046991961,7
349.837952078994,26.2575880051744,68
1203.33565389395,1409.68619194894,0
1571.64640522925,1683.5102120216,19
201.428814746198,1225.84533534871,0
569.71750967197,64.1754999234024,88
633.222244848426,687.467602557238,46
629.092808908346,1303.77023076236,0
1865.01769641752,1036.54191861025,81
129.236683864708,848.871917513046,96
1521.99830956261,1372.87013944694,0
678.544546330628,1307.55387947785,0
171.242505695246,320.18097451688,0
261.719314151292,1113.77679025987,0
1650.65165718498,1328.91394547458,8
314.614348738596,16.5584175557735,68
917.5517604409,1270.00941740443,76
767.004721094009,1685.5600931396,69
1603.84041144975,614.299483885187,0
1478.72037130057,1976.94402767207,56
15.4663869194282,1428.08164423433,11
1771.87299973565,522.165945868494,37
1429.26320416654,988.411394728434,0
1176.32012304409,281.001377198543,41
184.581323813887,1834.81815656383,0
173.606969140408,1069.21284584072,57
