"x","y","frame","uncertainty"
1274.8117908632,1609.9846810006,1,3.2523
1283.8173587831,1611.9755020257,2,2.4736
1280.8229267029,1617.9663230507,3,2.1265
1278.8284946228,1613.9571440757,4,2.3536
825.834062542701,1920.9479651007,5,5.1735
159.8451983824,1129.9296071507,7,12.814
549.850766302201,701.920428175801,8,10.789
134.8563342221,653.911249200801,9,21.725
1018.861902142,111.9020702258,10,29.974
1622.861902142,1240.9020702258,10,15.412
349.873037981701,1436.8837122758,12,25.618
304.8786059015,1422.8745333008,13,7.746
1019.8841738214,5.86535432579876,14,19.293
1589.8897417412,775.8561753509,15,18.693
1769.900877581,953.837817400899,17,9.5845
1572.9120134207,782.819459450899,19,27.188
1188.9231492604,826.801101501,21,20.922
1163.9287171802,817.791922525999,22,27.957
1813.9342851001,992.782743550999,23,12.505
466.9342851001,1299.782743551,23,23.358
802.939853020001,173.773564576,24,27.187
1778.93985302,963.773564575999,24,8.3568
545.939853020001,1354.773564576,24,12.988
1218.9509888597,557.755206626,26,8.1987
1367.9732605391,565.7184907261,30,7.9978
1599.9732605391,1672.7184907261,30,5.9144
344.9899642987,1080.6909538012,33,4.7602
368.995532218501,1088.6817748262,34,8.0252
1171.0011001384,273.6725958512,35,12.822
1035.0011001384,967.672595851198,35,6.9699
1692.0233718178,243.6358799513,39,4.0195
555.034507657601,20.6175220012992,41,19.659
1458.0345076576,1181.6175220013,41,6.7634
545.040075577401,23.6083430262988,42,4.0629
1461.0400755774,1164.6083430263,42,6.6497
896.040075577401,1444.6083430263,42,9.5325
537.0456434973,25.5991640513002,43,8.8851
1750.0456434973,513.5991640513,43,19.702
873.0456434973,1442.5991640513,43,15.118
1875.0679151767,905.562448151401,47,21.451
1228.0734830966,659.5532691764,48,29.972
1696.0790510164,797.5440902014,49,19.505
1146.0846189363,691.534911226399,50,17.265
1577.0846189363,847.534911226399,50,25.101
1094.0901868561,672.525732251399,51,13.576
990.1068906157,241.4981953265,54,23.082
993.112458535601,1336.4890163515,55,8.2396
1504.1180264554,809.479837376499,56,25.806
955.1180264554,1260.4798373765,56,4.4465
1564.1180264554,1828.4798373765,56,20.822
1620.1235943753,806.470658401498,57,19.823
1617.1235943753,1848.4706584015,57,9.7423
1010.1235943753,1919.4706584015,57,9.9813
639.145866054701,627.433942501599,61,27.895
130.151433974601,1989.4247635266,62,12.636
1602.1625698143,1689.4064055767,64,8.6133
1266.1792735739,133.3788686517,67,14.746
1268.1848414937,119.3696896767,68,19.075
389.184841493701,1515.3696896767,68,19.768
308.201545253301,291.3421527518,71,12.626
292.207113173201,305.3329737768,72,6.5252
301.212681093,313.3237948018,73,8.8173
1206.212681093,543.3237948018,73,20.373
276.2182490129,328.314615826799,74,16.212
673.2182490129,1711.3146158268,74,17.685
1615.2627923717,1675.2411840269,82,15.925
716.2683602916,108.232005051999,83,23.287
679.2739282114,80.2228260769989,84,2.9177
1524.2850640512,696.204468127,86,20.761
1476.290631971,710.195289152,87,14.89
1506.2961998909,703.186110176999,88,15.989
1510.3017678107,727.176931202101,89,16.459
1531.3073357306,673.1677522271,90,17.545
1533.3129036505,710.1585732521,91,25.412
736.318471570301,108.149394277099,92,3.5663
1549.3184715703,692.149394277099,92,8.4357
735.3240394902,104.140215302099,93,2.8286
1558.3240394902,680.140215302099,93,7.1001
1445.3351753299,690.1218573522,95,16.498
1543.3518790895,710.094320427199,98,21.701
1549.3574470093,1405.0851414522,99,10.612
1648.3630149292,631.075962477198,100,7.2954
614.368582849,738.0667835023,101,14.356
579.374150768901,771.057604527299,102,20.285
1487.3852866086,685.039246577298,104,23.711
535.390854528501,19.0300676022998,105,5.0653
1430.3908545285,704.030067602298,105,27.823
548.396422448301,26.0208886272994,106,5.6408
1582.3964224483,651.020888627301,106,29.932
731.413126207901,114.9933517024,109,2.9365
739.4186941278,106.9841727274,110,2.8303
764.4242620476,108.974993752399,111,7.6286
1438.4298299675,813.965814777401,112,21.704
1567.4353978873,689.9566358024,113,26.589
1531.4409658072,706.947456827498,114,20.569
1501.446533727,664.938277852501,115,27.735
1298.4521016469,401.929098877499,116,17.675
1492.4576695668,480.919919902499,117,5.319
1387.4632374866,516.9107409275,118,5.5971
1507.4688054065,490.9015619525,119,5.3543
1206.4743733263,751.892382977601,120,27.296
634.4743733263,1215.8923829776,120,3.9199
1226.4910770859,550.8648460526,123,11.81
1514.4910770859,1714.8648460526,123,9.0397
1202.4966450058,560.8556670776,124,2.5993
1217.5022129256,564.846488102599,125,6.0359
1435.5077808455,643.837309127701,126,26.187
249.5189166852,1330.8189511777,128,6.1267
341.524484605101,1424.8097722027,129,13.478
1054.5300525249,1823.8005932277,130,6.5728
1090.5356204448,1918.7914142527,131,13.934
1493.5411883646,733.7822352778,132,26.964
439.563460044101,528.745519377801,136,9.7054
1470.5634600441,689.745519377799,136,29.825
1606.5801638036,713.717982452899,139,23.275
998.6247071625,1377.644550653,147,16.013
1469.6302750824,99.6353716779995,148,25.325
312.635843002201,1345.626192703,149,12.245
1503.6414109221,709.617013728001,150,18.097
1562.6581146817,754.589476803101,153,23.481
661.669250521401,1231.5711188531,155,6.3938
1244.6692505214,1724.5711188531,155,24.911
738.674818441201,115.5619398781,156,15.851
1495.6748184412,715.5619398781,156,24.918
1255.6748184412,1710.5619398781,156,23.178
1290.6803863611,1720.5527609032,157,27.589
1256.6859542809,1709.5435819282,158,14.652
1285.6915222008,1709.5344029532,159,15.868
1543.6970901207,729.5252239782,160,23.156
1297.7026580405,1616.5160450032,161,17.617
1476.7193618001,728.488508078301,164,18.553
1532.7249297199,724.4793291033,165,24.363
169.724929719901,1696.4793291033,165,5.8551
130.730497639801,1694.4701501283,166,11.343
725.7416334795,942.451792178299,168,7.3437
1428.7694730788,616.405897303399,173,23.636
755.7750409987,159.3967183284,174,7.7879
1442.7806089185,1913.3875393534,175,3.0929
1516.7861768384,662.3783603785,176,18.446
1440.7861768384,1911.3783603785,176,8.3999
1207.7973126781,635.360002428499,178,25.904
1232.802880598,654.350823453498,179,21.842
58.8140164377,429.332465503499,181,17.897
90.8140164377,1482.3324655035,181,18.614
656.8140164377,1658.3324655035,181,2.415
67.8195843575013,348.323286528599,182,5.9008
662.819584357501,1659.3232865286,182,2.3337
977.8307201973,1333.3049285786,184,19.841
1016.8362881171,1376.2957496036,185,5.4578
1014.841856037,1379.2865706286,186,5.8011
810.8474239568,478.277391653599,187,8.779
1018.8474239568,1368.2773916536,187,4.8979
752.8529918767,515.2682126787,188,13.108
1576.8529918767,757.268212678699,188,29.278
1022.8529918767,1379.2682126787,188,5.0137
659.858559796501,488.2590337037,189,7.9877
1018.8585597965,1382.2590337037,189,7.0177
1501.8641277164,577.2498547287,190,29
14.8752635561013,114.231496778699,192,9.8484
677.8919673157,100.203959853799,195,15.591
297.8919673157,489.203959853799,195,23.85
669.897535235501,79.1947808787991,196,2.7059
672.9031031554,78.1856019038005,197,2.8739
671.9086710753,79.1764229288001,198,2.6401
931.9253748348,1215.1488860039,201,28.136
1428.9309427547,1925.1397070289,202,6.8546
97.953214434101,784.102991128899,206,10.256
1424.9532144341,1917.1029911289,206,3.7388
1572.958782354,753.093812154,207,24.364
1433.958782354,1931.093812154,207,7.6554
1505.9643502738,689.084633179,208,17.282
33.9699181937012,1504.075454204,209,17.891
644.969918193701,1660.075454204,209,5.8537
1641.9810540334,711.057096253999,211,28.992
1623.9866219533,730.047917278998,212,23.475
75.9921898731009,389.0387383041,213,12.444
1267.997757793,1660.0295593291,214,18.441
1254.0033257128,1691.0203803541,215,26.893
1538.0088936327,725.011201379099,216,22.638
1443.0088936327,1737.0112013791,216,11.59
1641.0144615526,756.002022404098,217,26.322
1504.0200294724,775.992843429101,218,19.243
1449.0255973923,766.983664454199,219,27.935
1484.0311653121,693.974485479199,220,19.554
