"x","y","frame","uncertainty"
444.7481131038,163.2401401065,1,21.75
1009.7481131038,1074.2401401065,1,20.096
516.653681023659,165.230961131598,2,19.391
1132.75368102366,1203.2309611316,2,22.14
486.659248943521,235.221782156601,3,16.996
982.159248943521,1050.2217821566,3,24.994
1514.95924894352,1701.2217821566,3,24.921
1764.36481686338,889.212603181601,4,5.0231
472.57038478323,54.2034242066002,5,23.474
503.475952703091,153.1942452316,6,24.209
516.581520622951,168.185066256599,7,15.732
471.88708854281,210.175887281701,8,13.32
883.38708854281,847.175887281701,8,24.908
1476.38708854281,1440.1758872817,8,21.311
504.29265646267,229.1667083067,9,15.274
1097.79265646267,227.1667083067,9,9.3333
475.69265646267,1994.1667083067,9,12.624
583.49822438252,204.1575293317,10,10.635
448.19822438252,1974.1575293317,10,7.6726
532.903792302381,197.1483503567,11,11.262
1322.80379230238,1539.1483503567,11,8.4384
490.209360222239,197.139171381699,12,14.636
1458.90936022224,1471.1391713817,12,12.193
479.214928142101,109.129992406699,13,17.989
1441.6149281421,1425.1299924067,13,11.134
481.320496061961,175.1208134318,14,15.142
1815.72049606196,815.1208134318,14,14.172
1462.62049606196,1447.1208134318,14,8.5763
479.02606398181,174.1116344568,15,12.459
1455.32606398181,1422.1116344568,15,7.5606
487.63163190167,147.1024554818,16,14.839
1418.13163190167,1434.1024554818,16,9.1048
482.637199821531,171.093276506799,17,14.98
1454.73719982153,1424.0932765068,17,14.671
481.14276774139,169.084097531799,18,15.768
1453.24276774139,1432.0840975318,18,10.118
523.14833566125,167.074918556798,19,14.932
1463.44833566125,1426.0749185568,19,16.216
492.253903581101,182.065739581798,20,17.06
1612.6539035811,1363.0657395818,20,25.021
1490.35947150096,1445.0565606069,21,11.872
479.36503942082,138.047381631899,22,20.945
1794.66503942082,1877.0473816319,22,2.9523
1450.37060734068,1445.0382026569,23,8.4872
1468.68174318039,1431.0198447069,25,16.422
1454.58731110025,1416.0106657319,26,11.842
233.692879020111,154.001486756999,27,12.614
1974.29287902007,388.001486756999,27,10.143
1433.19287902011,1369.001486757,27,16.321
1953.29844693997,364.992307781999,28,4.1489
1504.59844693997,1406.992307782,28,19.924
1262.40401485983,445.983128806998,29,8.2224
1437.80401485983,1418.983128807,29,8.5239
1446.20958277968,1430.973949832,30,14.04
680.615150699539,1381.964770857,31,25.844
1471.21515069954,1390.964770857,31,22.828
683.437422378971,1174.9280549571,35,22.59
677.642990298829,1193.9188759821,36,18.938
700.84855821869,1213.9096970071,37,18.404
962.65412613855,334.9005180321,38,25.339
671.454126138549,1152.9005180321,38,17.609
2000.35969405837,516.891339057198,39,24.944
1147.06526197826,203.882160082201,40,14.784
590.27082989812,1264.8729811072,41,29.907
1532.67082989812,1541.8729811072,41,24.664
375.07639781798,429.8638021322,42,24.959
1543.18196573784,1431.8546231572,43,28.56
1533.2875336577,1449.8454441822,44,23.07
930.69310157755,129.836265207199,45,18.406
1453.79310157755,1307.8362652072,45,19.482
935.39866949741,145.827086232301,46,8.7161
5.69866949741026,1051.8270862323,46,5.1086
1409.69866949741,1361.8270862323,46,21.847
193.21537325699,975.799549307299,49,6.8005
1327.21537325699,1241.7995493073,49,9.6133
1362.92094117684,580.790370332299,50,10.293
843.3265090967,102.781191357299,51,4.7996
1435.4265090967,1119.7811913573,51,18.752
834.232077016561,105.7720123824,52,15.144
1525.84878077613,1255.7444754574,55,29.699
801.154348695991,328.735296482399,56,18.739
1454.25434869599,1321.7352964824,56,27.84
1415.95991661585,1106.7261175074,57,17.073
1460.16548453571,1464.7169385325,58,28.373
1403.47662037543,1384.6985805825,60,23.095
1474.38218829528,1549.6894016075,61,20.404
