"x","y","frame","uncertainty"
54.5870202177011,955.766840630402,4,23.823
974.592588137601,594.757661655402,5,10.416
286.609291897101,1792.7301247305,8,5.1892
849.6594031759,1445.6475139556,17,15.131
1866.6872427751,191.6016190807,22,18.143
143.6872427751,1677.6016190807,22,18.104
1608.7262182142,879.537366255799,29,7.2996
1510.731786134,439.528187280801,30,13.866
131.737354053901,1687.5190083058,31,22.125
128.742921973701,1684.5098293308,32,22.047
1720.7540578134,47.4914713809012,34,17.386
1842.7596257333,127.482292405901,35,5.613
262.770761573,1310.4639344559,37,4.1334
811.776329492901,1050.4547554809,38,23.47
272.776329492901,1309.4547554809,38,3.4678
869.7818974127,1048.445576506,39,26.642
159.7874653326,1853.436397531,40,5.3784
418.793033252501,822.427218556002,41,9.248
168.793033252501,1859.427218556,41,4.4246
430.798601172301,792.418039581002,42,6.0937
159.798601172301,1849.418039581,42,9.2295
1032.7986011723,1852.418039581,42,22.976
1056.8041690922,1785.408860606,43,13.93
373.809737011999,847.399681631001,44,5.7929
1033.809737012,1811.399681631,44,11.723
1854.8153049319,1845.390502656,45,4.0708
709.8208728517,571.3813236811,46,21.559
1860.8208728517,1847.3813236811,46,3.906
866.8264407716,981.372144706102,47,17.408
912.832008691501,433.362965731101,48,18.662
1200.8375766113,1457.3537867561,49,7.6705
1194.8431445312,1446.3446077811,50,14.415
64.8542803709006,1674.3262498312,52,27.479
1709.8765520503,943.2895339312,56,18.297
160.8988237298,1908.2528180313,60,9.7128
495.904391649601,178.243639056302,61,12.38
1154.9043916496,1193.2436390563,61,3.0324
497.909959569501,171.234460081301,62,18.431
1162.9099595695,1189.2344600813,62,3.1933
1185.9155274893,1179.2252811063,63,3.6141
1158.9210954092,1182.2161021314,64,5.0039
763.926663329001,414.2069231564,65,4.5265
516.926663329001,1804.2069231564,65,22.046
1428.9322312489,416.197744181402,66,8.3335
790.9322312489,441.197744181402,66,10.951
617.9322312489,1989.1977441814,66,13.704
1422.9377991688,425.188565206401,67,9.7146
1424.9433670886,406.179386231401,68,8.5601
603.9489350085,821.170207256402,69,11.415
121.9545029283,1678.1610282815,70,19.824
1121.9545029283,1987.1610282815,70,8.8257
1060.9600708482,1798.1518493065,71,12.645
128.9767746078,577.1243123815,74,26.142
1553.9879104475,516.105954431501,76,3.119
231.9879104475,1736.1059544315,76,4.0789
1556.9934783673,501.096775456601,77,3.3563
277.004614207101,731.078417506602,79,13.987
712.004614207101,1310.0784175066,79,6.1916
739.0101821269,1183.0692385316,80,12.721
700.015750046799,70.0600595566011,81,15.512
1667.0213179666,317.050880581601,82,5.2154
120.021317966601,1682.0508805816,82,17.936
1448.0213179666,1938.0508805816,82,8.2519
1745.0268858865,229.0417016067,83,5.1195
1447.0268858865,1946.0417016067,83,5.2612
1862.0324538063,121.0325226317,84,12.135
104.038021726201,1747.0233436567,85,19.743
1263.0435896461,787.014164681701,86,8.7477
1776.0547254858,686.9958067317,88,4.4219
1224.0714292454,878.968269806801,91,10.877
1216.0769971652,877.9590908318,92,5.4312
1198.0825650851,1463.9499118568,93,17.421
1186.0881330049,1474.9407328818,94,4.658
1182.0937009248,1473.9315539069,95,3.2551
1180.0992688446,1470.9223749319,96,4.1529
733.1048367645,1286.9131959569,97,16.578
241.115972604201,138.894838006901,99,16.204
55.1215405241001,1553.8856590319,100,10.14
742.127108443899,206.876480057001,101,3.3061
41.1271084438995,1514.876480057,101,2.5666
982.127108443899,1773.876480057,101,17.216
751.132676363801,208.867301082,102,3.6377
49.1326763638008,1535.867301082,102,9.6244
1031.1326763638,1795.867301082,102,12.078
750.1382442837,206.858122107,103,2.6962
523.1382442837,849.858122107,103,12.87
1034.1382442837,1770.858122107,103,10.815
901.1438122035,155.848943132001,104,13.355
989.149380123401,83.8397641570009,105,3.5001
1832.1493801234,637.839764156999,105,8.3804
731.171651802801,203.803048257101,109,9.2423
96.205059321901,1659.7479744072,115,19.528
710.2106272418,1303.7387954322,116,13.229
741.2161951617,1365.7296164572,117,26.993
54.2217630815012,1646.7204374822,118,18.731
1482.2328989212,983.702079532302,120,6.8474
1068.2885781198,1819.6102897824,130,27.136
380.316417719101,853.5643949075,135,7.0692
1957.3164177191,789.5643949075,135,21.183
854.321985639001,973.5552159325,136,26.6
881.3275535588,919.546036957499,137,13.537
1397.3331214787,157.536857982501,138,24.35
857.333121478699,857.536857982499,138,27.546
923.338689398501,858.5276790076,139,19.98
1772.3442573184,77.5185000326001,140,27.085
843.3442573184,982.5185000326,140,17.35
1029.3498252383,1778.5093210576,141,11.359
1056.3553931581,1814.5001420826,142,13.011
1530.360961078,491.490963107601,143,11.949
831.360961078,1093.4909631076,143,7.5155
1105.360961078,1726.4909631076,143,23.365
1576.3665289978,1180.4817841326,144,5.627
1585.3720969177,1179.4726051577,145,5.6612
356.3888006773,875.445068232702,148,9.6239
1525.399936517,298.426710282702,150,3.9469
321.4055044368,248.417531307801,151,4.2091
307.411072356701,247.408352332801,152,5.1091
592.4222081964,278.3899943828,154,14.394
1849.4277761163,1860.3808154078,155,13.228
