"x","y","frame","uncertainty"
403.9665924809,1115.7917343573,2,28.283
1,290.736660507402,8,11.672
1300.0668150383,1188.6265128075,20,27.24
1321.0835187979,551.5989758826,23,10.961
453.0946546376,666.580617932599,25,19.683
440.100222557499,667.571438957602,26,5.5602
25.1614696758988,82.4704702328017,37,28.753
30.1670375958001,121.461291257801,38,5.5493
1652.1726055156,1306.4521122829,39,15.765
96.178173435499,1192.4429333079,40,9.6673
709.1893092752,225.424575357902,42,7.051
229.194877195099,1274.4153963829,43,4.4607
104.200445114899,1338.4062174079,44,20.263
1213.2282847142,1384.360322533,49,29.09
1272.2449884738,1041.3327856081,52,16.67
1225.2505563936,1651.3236066331,53,13.877
1222.2561243135,1717.3144276581,54,20.325
1746.2672601532,36.2960697080998,56,5.9151
1724.2728280731,33.2868907330994,57,11.832
1025.2728280731,195.286890733099,57,3.1745
1027.2783959929,190.277711758201,58,3.0222
359.306235592199,1592.2318168832,63,21.77
1371.3118035121,143.2226379083,64,3.8755
320.311803512099,1559.2226379083,64,16.952
1382.3173714319,146.2134589333,65,3.4967
1376.3229393518,151.2042799583,66,3.8506
1375.3285072717,151.195100983299,67,3.5414
1380.3340751915,150.185922008302,68,3.7392
1377.3396431114,140.176743033302,69,5.968
386.3396431114,907.176743033302,69,17.909
64.3674827106988,1163.1308481584,74,14.52
403.384186470199,862.103311233499,77,20.03
534.39532231,95.0849532835018,79,12.184
501.400890229799,227.075774308501,80,8.5854
1048.4175939894,963.048237383602,83,13.237
1419.4398656688,293.011521483601,87,28.712
608.4454335887,574.0023425086,88,5.6308
623.4510015085,557.993163533702,89,7.0158
833.4677052681,5.9656266087004,92,4.4486
1262.473273188,552.9564476337,93,6.16
273.478841107799,1518.9472686587,94,18.449
294.4844090277,1543.9380896838,95,14.173
270.4899769475,1568.9289107088,96,17.456
251.495544867399,1595.9197317338,97,15.844
13.5011127873004,305.9105527588,98,6.6487
11.5066807070998,302.901373783799,99,3.0909
992.534520306399,1841.8554789089,104,24.1
1890.551224066,47.8279419839018,107,6.8691
1034.5567919858,1744.818763009,108,7.5465
1150.5623599057,943.809584033999,109,8.6854
1112.5679278256,958.800405058999,110,2.5027
1112.5734957454,945.791226084002,111,4.0374
762.5957674248,1827.7545101841,115,7.6631
1938.6124711844,911.726973259101,118,7.634
437.6180391043,811.717794284101,119,3.4092
1940.6180391043,925.717794284101,119,9.2289
441.623607024099,813.708615309202,120,3.3547
432.629174943999,807.699436334202,121,4.2016
169.629174943999,1990.6994363342,121,13.3
1355.6570145433,1257.6535414593,126,11.358
1267.6625824631,1300.6443624843,127,16.559
1486.6625824631,1868.6443624843,127,10.084
1777.6737183029,463.626004534301,129,2.7501
969.6737183029,1226.6260045343,129,9.3911
1791.6792862227,479.6168255593,130,18.404
1095.6792862227,1282.6168255593,130,5.0151
1013.6848541426,1189.6076465843,131,3.5689
295.6904220624,741.598467609401,132,7.2518
1010.6904220624,1200.5984676094,132,3.9021
1577.6959899823,57.5892886344009,133,21.555
