"","","moleculeClusterIndex"
540.810518730305,537.519360779286,1
523.929575244247,543.886551629583,1
556.307853817318,536.182518041328,1
546.751567094156,569.420980757848,1
554.594182082448,555.990730630772,1
561.788811215176,549.058031651381,1
531.365237787879,530.860555080621,1
556.432380431115,534.017672272267,1
573.533046841054,530.546104928561,1
553.549878756992,542.108850148542,1
532.537251976225,549.332511836127,1
525.878493591057,536.624089619436,1
546.239920674448,530.628848497106,1
538.305279213338,549.435201248125,1
549.007322896472,548.898362772502,1
840.429212629549,38.2939491502579,2
837.849464190216,23.65299608443,2
851.755781084755,19.9040695826913,2
861.961508135757,21.5067625062157,2
838.526789648575,27.2924378500559,2
845.469562813008,11.5863018188736,2
844.455883262572,-0.786829743379791,2
840.810086594729,16.7987159273613,2
840.147446594502,15.9166503917676,2
850.148483915984,18.2462174484554,2
865.726952523711,2.60734323971323,2
877.59713425873,1.97099520495337,2
873.375285272751,24.5011891825901,2
857.905250076035,7.39530310380026,2
829.358255404322,30.3751124620098,2
136.778775448634,1313.64931005474,3
137.774860709986,1329.88402717714,3
136.151934690673,1329.31864007617,3
176.078041691878,1346.29358599148,3
166.687369835091,1344.32785960246,3
146.222037544418,1317.3484814959,3
153.056206795732,1318.8048906791,3
131.950746848054,1330.02502942199,3
164.057307905612,1334.56436017835,3
138.679743169786,1320.11857794406,3
166.376694413184,1319.08213356384,3
106.399826633484,1319.99418526688,3
141.41307565234,1306.85504633751,3
139.771231652647,1361.58126140468,3
149.908547508152,1341.23654329555,3
350.646361654598,920.309328107384,4
330.397108585466,905.841257261685,4
337.517943913969,911.39045058034,4
336.583071195366,885.30791250311,4
365.679080818678,883.584807285059,4
346.115217238341,873.373432944937,4
339.14133632354,889.352502913545,4
351.744023548463,910.79426576525,4
364.604856006758,871.616493925361,4
354.580109790666,895.830521839274,4
333.387476275327,902.555450828243,4
352.993599538051,899.029951878499,4
332.40068601009,878.838424035996,4
336.45299558785,912.903834161551,4
325.230550454441,893.28779038993,4
116.053969242126,975.577876457188,5
120.303425374884,990.212243377446,5
116.850807182352,977.13485657228,5
141.92800570076,989.153341536638,5
127.500906141156,999.068832850603,5
129.942155389692,991.399919819832,5
108.680806955134,955.360512731,5
121.259686941542,1000.55428081834,5
136.612926412287,983.588971031614,5
119.545308694127,1003.10533981698,5
121.100648118434,1009.93799327925,5
106.82326363488,949.006792518266,5
114.998030436111,988.680240197638,5
113.06983431615,962.745008436046,5
127.658614209234,989.94711964722,5
1816.96112848625,566.757749450605,6
1832.58851855611,570.774802531746,6
1823.45996943159,549.4164682951,6
1839.27593896314,570.69562123541,6
1861.90068933162,591.217715068914,6
1813.7871808008,567.508180853868,6
1835.2196796647,580.122645931697,6
1808.61002960085,582.746588620417,6
1842.89768723595,554.591198212365,6
1843.25329479166,569.015038477961,6
1842.36878068154,576.409392579995,6
1828.49947190914,554.567404176184,6
1812.22143026126,553.935426822443,6
1830.79429545637,564.807280336506,6
1854.76758438636,573.68799878626,6
538.417967782472,1255.43189995751,7
563.734661696097,1291.65367600505,7
538.966599300508,1304.99628996962,7
553.529778535468,1278.0838626851,7
528.012616010415,1291.28043434612,7
547.257336766525,1262.96492808537,7
553.802683222755,1268.48504643416,7
528.237899320865,1260.53169866004,7
515.631428162249,1319.36356852596,7
563.948533858969,1278.3152330918,7
527.173052088224,1288.90646940359,7
533.367810155656,1287.58998612952,7
562.207466600309,1283.01915734586,7
521.460301545023,1276.9264895366,7
526.302733867545,1294.78418764541,7
688.022577150799,1858.32081149754,8
686.170082680183,1858.81836569969,8
669.474213093296,1867.57028859322,8
692.699994599038,1883.8396157439,8
682.901522721782,1847.74949031244,8
703.706928376562,1872.88430041678,8
693.706881655915,1869.94483053164,8
665.823531880609,1868.83281427119,8
685.003497579321,1829.90077951926,8
701.317760579427,1864.09984840348,8
680.653750807676,1859.58821014514,8
702.443309251464,1839.36635181407,8
702.587411985578,1883.68525503934,8
695.404753157542,1863.51639884141,8
664.650961771329,1860.55947438484,8
1102.60143985848,1556.69804659521,9
1049.05512485244,1550.07635277466,9
1045.13628656953,1586.47900517979,9
1075.47821234911,1552.07242325459,9
1054.05319672268,1567.0734368422,9
1064.03371895833,1571.27770009053,9
1070.63541946985,1568.19628651561,9
1057.41210104667,1576.88920700187,9
1061.03780552457,1563.54854395215,9
1064.04052273048,1576.99265379,9
1077.94317234072,1544.31113195133,9
1042.08412655231,1578.91991001353,9
1037.60693041123,1564.86187779524,9
1046.80489862269,1567.98434710998,9
1085.32599065924,1550.31379502861,9
906.627023701577,1038.32384208856,10
912.059696948419,1020.08077801645,10
887.798241886471,1000.83942583304,10
873.84569105906,1019.32329957087,10
880.78048927704,1052.92427954185,10
875.351761270257,1044.18440769644,10
895.309855260987,1030.13538886274,10
911.859001691278,1042.56240561054,10
868.01152224688,1022.51336296838,10
899.155504925986,1031.08986481456,10
872.921007659246,1018.75430474559,10
879.975830299375,1026.64956804415,10
897.696399321008,1028.94751958626,10
893.473124019692,1070.77734602124,10
906.856301925175,1029.72965557274,10
1137.16246263537,1293.63031987892,11
1127.83726650371,1274.25788465758,11
1148.54761987954,1298.17003588337,11
1138.3165442848,1279.84329852516,11
1157.72109576217,1301.22223531114,11
1154.9360720736,1281.81399438334,11
1119.35046763043,1265.69540864747,11
1103.46033436576,1297.38436694859,11
1127.95312995269,1293.53452220462,11
1139.29962208632,1281.71153768237,11
1161.39366074696,1296.88239335214,11
1140.67071282948,1299.34222995191,11
1136.39958719499,1243.8416982026,11
1120.48168905194,1293.03335695377,11
1139.2219465122,1277.05016262571,11
602.340035747971,1811.86568651183,12
615.861059217456,1813.76242354048,12
590.449491524888,1800.95805860864,12
589.489722850878,1843.2631647863,12
576.68363019538,1771.52669494453,12
608.715053092234,1805.0105778532,12
577.789385590842,1819.52902638934,12
595.953577530162,1806.86669295767,12
590.885893613504,1794.93569972936,12
600.614203949837,1789.04345406562,12
600.357360796311,1781.81705903483,12
578.152597616069,1806.83843826567,12
578.966564268752,1809.82451705835,12
565.323089138641,1804.04052545899,12
593.412766640301,1794.53459430121,12
941.462622088562,1104.78159883561,13
924.872180666846,1086.78572319682,13
941.123802562957,1106.81590132519,13
951.740823835927,1118.15894357739,13
943.800267219709,1096.89492432912,13
935.979538964095,1097.65675705104,13
942.15605044169,1082.29718761693,13
926.876976801457,1100.54625471983,13
943.370057635855,1089.5918268274,13
945.333998258397,1103.68396094526,13
931.604007853925,1124.35822254259,13
930.679153828808,1111.90730882466,13
904.07743878026,1070.68887762267,13
957.160300708089,1119.89067035842,13
938.046446155888,1099.49109543193,13
219.193612111602,876.831025916832,14
256.399217822454,889.392225405806,14
202.332023601518,867.244428856618,14
209.100235010485,888.83485981334,14
241.609980370425,899.321207164053,14
216.971631240565,887.604170141866,14
203.620222012146,907.418530918321,14
231.93500063914,873.444317118964,14
235.559767450405,893.570083987064,14
219.733120001932,890.8023542324,14
228.614582359872,890.153530241114,14
222.199753840833,884.044153832279,14
220.736420915622,875.256697345565,14
251.429391648349,883.956853947876,14
239.383288655982,887.685487963042,14
121.114927809877,1075.42211153247,15
83.5769136793917,1104.38213006904,15
126.921362114845,1090.07463945707,15
141.348132211977,1107.73471150798,15
125.645747056856,1070.28479470241,15
103.199384023637,1091.25209258057,15
110.056830939033,1087.47972742189,15
92.9070481696096,1092.76314462934,15
114.938920950134,1119.46592483212,15
101.533952789869,1117.07279381284,15
128.716079591339,1103.11560348515,15
113.470384850869,1107.71368241938,15
105.685216019253,1091.2502664012,15
127.006205278772,1087.03932536426,15
99.2683338586308,1136.3429515365,15
1124.85745745153,380.993200760709,16
1149.87573844276,408.070294371277,16
1124.64895575755,392.748669758646,16
1177.655181049,371.867874663046,16
1139.82472249379,337.089064861795,16
1164.32222129969,396.167782251917,16
1134.83815201585,391.181746012068,16
1169.71207952581,419.316280399162,16
1147.48779498952,418.066640535866,16
1157.34514522297,387.736289517945,16
1119.65828598532,389.227180528504,16
1115.95939921988,373.788438337336,16
1157.25084645835,353.957320566914,16
1141.08520415737,377.994295109191,16
1139.4342930798,357.338274705079,16
423.233994869527,824.005051238345,17
431.162520691446,787.209864723855,17
441.365799995945,820.907923427174,17
423.569313537184,805.147680474689,17
448.613045563448,820.023198151954,17
447.797086020625,816.011544763298,17
448.420593854627,796.726364920909,17
452.249482694193,822.202158684128,17
477.915265053508,830.250325393017,17
435.793795909637,811.530020678013,17
438.566090817493,786.033735977872,17
419.777456384692,788.185160480674,17
426.419992623483,827.692134238566,17
407.300720855602,796.34592100288,17
444.723174027595,779.374954095967,17
243.461962125337,1575.71533854622,18
305.767395714957,1540.76028325225,18
