"x","y","index"
526.13771277386,980.202011623108,1
510.11480971438,996.485727592744,1
516.769362642777,996.102707939564,1
511.152892822263,1018.6093987319,1
501.043862461048,1002.77623291344,1
525.563823238594,1027.09921692757,1
522.56980037331,1005.25789713993,1
543.95533859136,993.710747432693,1
523.689547565546,1014.04783172221,1
536.311209538992,1003.03470332281,1
519.097997097958,999.659454346062,1
514.284506958611,1020.68029728387,1
545.31528637576,1010.38322332957,1
520.355848198703,1001.87719838444,1
540.492624664086,1003.9682994497,1
1021.04400968523,1503.90041995016,2
1040.19399463245,1513.65329466463,2
1024.57989472178,1507.2793834952,2
1023.32026170973,1487.82881223532,2
985.495548425506,1515.27405667478,2
1022.13495266966,1515.8419497674,2
1011.7110637379,1505.22893854528,2
1022.46313734015,1508.95311064466,2
1000.0879150383,1522.15438286233,2
1012.85187442745,1504.9563096756,2
1006.37944039652,1494.4852878792,2
996.161594754444,1496.37036043053,2
979.159481688107,1505.03527891524,2
1031.0367137345,1498.35687268147,2
1000.96537467317,1503.5988779301,2
1102.74246705725,958.503593544159,3
1099.30835598332,955.998989571695,3
1066.646018804,999.818709937142,3
1102.99673369782,969.73006739781,3
1059.86528742573,936.502247359562,3
1080.89874441641,944.61407455707,3
1056.70211691896,960.43350001303,3
1072.48427955083,936.757507653482,3
1103.34635141166,979.824002357577,3
1091.65886677318,969.801281690064,3
1069.90516902179,970.578829484933,3
1099.00855080248,946.556755056477,3
1092.44852515379,951.13035653195,3
1069.48620006759,975.375327021725,3
1095.05583494531,962.711061510707,3
978.44475206022,1670.44471141975,4
985.880395751178,1655.96480687852,4
998.386341542471,1642.20320138418,4
987.127980913872,1631.82545467294,4
990.254336922243,1660.74981557122,4
1015.76345194105,1649.03885947658,4
986.168420923192,1676.83097900192,4
994.520901966227,1660.28623210794,4
978.874537383399,1658.28934732794,4
966.926767346274,1644.77647443383,4
1000.43989220687,1663.3361552808,4
995.827099278388,1680.25112910824,4
972.221425437802,1671.6673859653,4
981.909698218677,1684.26687503604,4
983.09785709093,1658.21540521072,4
1511.16588468172,589.34197733722,5
1506.70801401066,580.258066840656,5
1517.801989794,584.173209020561,5
1529.78281318471,554.324056623289,5
1497.79089506707,576.075522981796,5
1483.27589945379,576.274337872953,5
1508.03453598015,597.595648048825,5
1529.95457649358,577.954807334423,5
1533.45969927265,555.577790429371,5
1509.75795464335,553.392708716616,5
1513.7546493019,556.587447886287,5
1542.86816010747,550.940634520708,5
1490.7108119678,554.178581973185,5
1515.82215509153,564.894427859431,5
1510.2265606788,548.452719322478,5
502.18731908561,1973.31936518299,6
524.604460130833,1996.01061656887,6
502.693742468059,1973.86654701449,6
506.902721718761,1995.7144447951,6
534.017524456706,1958.00272009213,6
